code,level,de,en,es,fr,it,nl
95.32,4,Reparatur und Instandhaltung von Krafträdern,Repair and maintenance of motorcycles,Reparación y mantenimiento del motocicletas,Réparation et entretien de motocycles,Riparazione e manutenzione di motocicli,Reparatie en onderhoud van motorfietsen
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
46,2,Großhandel,Wholesale trade,Comercio al por mayor,Commerce de gros,Commercio all’ingrosso,Groothandel
46.1,3,Handelsvermittlung,Wholesale on a fee or contract basis,Intermediarios del comercio al por mayor,Intermédiaires du commerce de gros,Attività di servizi di intermediazione per il commercio all’ingrosso,Handelsbemiddeling
46.11,4,"Tätigkeiten der Großhandelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und Halbwaren","Activities of agents involved in the wholesale of agricultural raw materials, live animals, textile raw materials and semi-finished goods","Actividades de intermediarios del comercio al por mayor de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados","Activités d’intermédiaire du commerce de gros en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis","Attività di intermediari del commercio all’ingrosso di materie prime agricole, animali vivi, materie prime tessili e semilavorati","Handelsbemiddeling in de groothandel in landbouwproducten, levende dieren en textielgrondstoffen en halffabricaten"
46.12,4,"Tätigkeiten der Großhandelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien","Activities of agents involved in the wholesale of fuels, ores, metals and industrial chemicals","Actividades de intermediarios del comercio al por mayor de combustibles, minerales, metales y productos químicos industriales","Activités d’intermédiaire du commerce de gros en combustibles, minerais, métaux et produits chimiques","Attività di intermediari del commercio all'ingrosso di combustibili, minerali, metalli e prodotti chimici per l'industria","Handelsbemiddeling in de groothandel in brandstoffen, ertsen, metalen en chemische producten"
46.13,4,"Tätigkeiten der Großhandelsvermittlung von Holz, Baustoffen und Anstrichmitteln",Activities of agents involved in the wholesale of timber and building materials,Actividades de intermediarios del comercio al por mayor de la madera y materiales de construcción,Activités d’intermédiaire du commerce de gros en bois et matériaux de construction,Attività di intermediari del commercio all’ingrosso di legname e materiali da costruzione,Handelsbemiddeling in de groothandel in hout en bouwmaterialen
46.14,4,"Tätigkeiten der Großhandelsvermittlung von Maschinen, technischem Bedarf, Wasser- und Luftfahrzeugen","Activities of agents involved in the wholesale of machinery, industrial equipment, ships and aircraft","Actividades de intermediarios del comercio al por mayor de maquinaria, equipo industrial, embarcaciones y aeronaves","Activités d’intermédiaire du commerce de gros en machines, équipements industriels, navires et avions","Attività di intermediari del commercio all'ingrosso di macchine e attrezzature industriali, navi e aeromobili","Handelsbemiddeling in de groothandel in machines, apparaten en werktuigen voor de industrie en in schepen en luchtvaartuigen"
46.15,4,"Tätigkeiten der Großhandelsvermittlung von Möbeln, Einrichtungs- und Haushaltsgegenständen, Eisen- und Metallwaren","Activities of agents involved in the wholesale of furniture, household goods, hardware and ironmongery","Actividades de intermediarios del comercio al por mayor de muebles, artículos para el hogar y ferretería","Activités d’intermédiaire du commerce de gros en meubles, biens domestiques et quincaillerie","Attività di intermediari del commercio all’ingrosso di mobili, articoli per la casa e ferramenta","Handelsbemiddeling in de groothandel in meubelen, huishoudelijke artikelen en ijzerwaren"
46.16,4,"Tätigkeiten der Großhandelsvermittlung von Textilien, Bekleidung, Schuhen und Lederwaren","Activities of agents involved in the wholesale of textiles, clothing, fur, footwear and leather goods","Actividades de intermediarios del comercio al por mayor de textiles, prendas de vestir, peletería, calzado y artículos de cuero","Activités d’intermédiaire du commerce de gros en textiles, habillement, fourrures, chaussures et articles en cuir","Attività di intermediari del commercio all’ingrosso di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle","Handelsbemiddeling in de groothandel in textiel, kleding, bont, schoeisel en lederwaren"
46.17,4,"Tätigkeiten der Großhandelsvermittlung von Nahrungsmitteln, Getränken und Tabakwaren","Activities of agents involved in the wholesale of food, beverages and tobacco","Actividades de intermediarios del comercio al por mayor de productos alimenticios, bebidas y tabaco","Activités d’intermédiaire du commerce de gros en denrées, boissons et tabac","Attività di intermediari del commercio all’ingrosso di prodotti alimentari, bevande e tabacchi",Handelsbemiddeling in de groothandel in voedings- en genotmiddelen
46.18,4,Tätigkeiten der Großhandelsvermittlung von sonstigen Waren,Activities of agents involved in the wholesale of other particular products,Actividades de intermediarios del comercio al por mayor de otros productos específicos,Activités d’intermédiaire spécialisé dans le commerce de gros d’autres produits spécifiques,Attività di intermediari del commercio all’ingrosso di altri prodotti specifici,Handelsbemiddeling in de groothandel in andere goederen
46.19,4,Tätigkeiten der Großhandelsvermittlung von Waren ohne ausgeprägten Schwerpunkt,Activities of agents involved in non-specialised wholesale,Actividades de los agentes del comercio al por mayor no especializado,Activités d’intermédiaire non spécialisé du commerce de gros,Attività di intermediari del commercio all’ingrosso non specializzato,Handelsbemiddeling in de niet-gespecialiseerde groothandel
46.2,3,Großhandel mit landwirtschaftlichen Grundstoffen und lebenden Tieren,Wholesale of agricultural raw materials and live animals,Comercio al por mayor de materias primas agrarias y de animales vivos,Commerce de gros de produits agricoles bruts et d’animaux vivants,Commercio all’ingrosso di materie prime agricole e animali vivi,Groothandel in landbouwproducten en levende dieren
46.21,4,"Großhandel mit Getreide, Rohtabak, Saatgut und Futtermitteln","Wholesale of grain, unmanufactured tobacco, seeds and animal feeds","Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales","Commerce de gros de céréales, de tabac non manufacturé, de semences et d’aliments pour animaux","Commercio all’ingrosso di cereali, tabacco grezzo, sementi e alimenti per il bestiame","Groothandel in granen, ruwe tabak, zaden en diervoeders"
46.22,4,Großhandel mit Blumen und Pflanzen,Wholesale of flowers and plants,Comercio al por mayor de flores y plantas,Commerce de gros de fleurs et de plantes,Commercio all’ingrosso di fiori e piante,Groothandel in bloemen en planten
46.23,4,Großhandel mit lebenden Tieren,Wholesale of live animals,Comercio al por mayor de animales vivos,Commerce de gros d’animaux vivants,Commercio all’ingrosso di animali vivi,Groothandel in levende dieren
46.24,4,"Großhandel mit Häuten, Fellen und Leder","Wholesale of hides, skins and leather",Comercio al por mayor de cueros y pieles,Commerce de gros de cuirs et de peaux,Commercio all’ingrosso di pelli e cuoio,"Groothandel in huiden, vellen en leer"
46.3,3,"Großhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren","Wholesale of food, beverages and tobacco","Comercio al por mayor de productos alimenticios, bebidas y tabaco","Commerce de gros de produits alimentaires, de boissons et de produits à base de tabac","Commercio all’ingrosso di prodotti alimentari, bevande e tabacchi","Groothandel in voedingsmiddelen, dranken en genotmiddelen"
46.31,4,"Großhandel mit Obst, Gemüse und Kartoffeln",Wholesale of fruit and vegetables,Comercio al por mayor de frutas y hortalizas,Commerce de gros de fruits et légumes,Commercio all’ingrosso di frutta e ortaggi,Groothandel in groenten en fruit
46.32,4,"Großhandel mit Fleisch, Fleischwaren, Fisch und Fischerzeugnissen","Wholesale of meat, meat products, fish and fish products","Comercio al por mayor de carne, productos cárnicos, pescado y productos del pescado","Commerce de gros de viande, de produits à base de viande, de poisson et de produits à base de poisson","Commercio all'ingrosso di carne, prodotti a base di carne, pesce e prodotti a base di pesce","Groothandel in vlees, vleesproducten, vis en visproducten"
46.33,4,"Großhandel mit Milch, Milcherzeugnissen, Eiern, Speiseölen und Nahrungsfetten","Wholesale of dairy products, eggs and edible oils and fats","Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles","Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles","Commercio all'ingrosso di prodotti lattiero-caseari, uova, oli e grassi alimentari","Groothandel in zuivelproducten, eieren en spijsoliën en -vetten"
46.34,4,Großhandel mit Getränken,Wholesale of beverages,Comercio al por mayor de bebidas,Commerce de gros de boissons,Commercio all’ingrosso di bevande,Groothandel in dranken
46.35,4,Großhandel mit Tabakwaren,Wholesale of tobacco products,Comercio al por mayor de productos del tabaco,Commerce de gros de produits à base de tabac,Commercio all'ingrosso di prodotti del tabacco,Groothandel in tabaksproducten
46.36,4,"Großhandel mit Zucker, Süßwaren und Backwaren","Wholesale of sugar, chocolate and sugar confectionery","Comercio al por mayor de azúcar, chocolate y confitería","Commerce de gros de sucre, chocolat et confiserie","Commercio all’ingrosso di zucchero, cioccolato e dolciumi","Groothandel in suiker, chocolade en suikerwerk"
46.37,4,"Großhandel mit Kaffee, Tee, Kakao und Gewürzen","Wholesale of coffee, tea, cocoa and spices","Comercio al por mayor de café, té, cacao y especias","Commerce de gros de café, thé, cacao et épices","Commercio all’ingrosso di caffè, tè, cacao e spezie","Groothandel in koffie, thee, cacao en specerijen"
46.32,4,"Großhandel mit Fleisch, Fleischwaren, Fisch und Fischerzeugnissen","Wholesale of meat, meat products, fish and fish products","Comercio al por mayor de carne, productos cárnicos, pescado y productos del pescado","Commerce de gros de viande, de produits à base de viande, de poisson et de produits à base de poisson","Commercio all'ingrosso di carne, prodotti a base di carne, pesce e prodotti a base di pesce","Groothandel in vlees, vleesproducten, vis en visproducten"
46.38,4,Großhandel mit sonstigen Nahrungs- und Genussmitteln,Wholesale of other food,Comercio al por mayor de otros alimentos,Commerce de gros d’autres denrées alimentaires,Commercio all’ingrosso di altri prodotti alimentari,Groothandel in andere voedingsmiddelen
46.39,4,"Großhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren, ohne ausgeprägten Schwerpunkt","Non-specialised wholesale of food, beverages and tobacco","Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco","Commerce de gros non spécialisé de denrées, boissons et tabac","Commercio all’ingrosso non specializzato di prodotti alimentari, bevande e tabacchi",Niet-gespecialiseerde groothandel in voedings- en genotmiddelen
46.4,3,Großhandel mit Gebrauchs- und Verbrauchsgütern,Wholesale of household goods,Comercio al por mayor de artículos de uso doméstico,Commerce de gros de biens domestiques,Commercio all’ingrosso di beni di consumo,Groothandel in consumentenartikelen
46.6,3,"Großhandel mit sonstigen Maschinen, Ausrüstungen und Zubehör","Wholesale of other machinery, equipment and supplies","Comercio al por mayor de otra maquinaria, equipos y suministros","Commerce de gros d’autres machines, équipements et fournitures","Commercio all’ingrosso di altri macchinari, attrezzature e forniture",Groothandel in andere machines en werktuigen en toebehoren
46.41,4,Großhandel mit Textilien,Wholesale of textiles,Comercio al por mayor de textiles,Commerce de gros de textiles,Commercio all’ingrosso di prodotti tessili,Groothandel in textiel
46.42,4,Großhandel mit Bekleidung und Schuhen,Wholesale of clothing and footwear,Comercio al por mayor de prendas de vestir y calzado,Commerce de gros d’habillement et de chaussures,Commercio all’ingrosso di abbigliamento e di calzature,Groothandel in kleding en schoeisel
46.43,4,"Großhandel mit Foto- und optischen Erzeugnissen, elektrischen Haushaltsgeräten und Geräten der Unterhaltungselektronik",Wholesale of electrical household appliances,Comercio al por mayor de aparatos electrodomésticos,Commerce de gros d’appareils électroménagers,Commercio all’ingrosso di elettrodomestici,Groothandel in elektrische huishoudelijke apparaten
46.49,4,Großhandel mit sonstigen Gebrauchs- und Verbrauchsgütern,Wholesale of other household goods,Comercio al por mayor de otros artículos de uso doméstico,Commerce de gros d’autres biens domestiques,Commercio all’ingrosso di altri beni di consumo,Groothandel in andere consumentenartikelen
46.64,4,Großhandel mit sonstigen Maschinen und Ausrüstungen,Wholesale of other machinery and equipment,Comercio al por mayor de otra maquinaria y equipo,Commerce de gros d’autres machines et équipements,Commercio all’ingrosso di altri macchinari e attrezzature,Groothandel in andere machines en werktuigen
46.44,4,"Großhandel mit keramischen Erzeugnissen, Glaswaren und Reinigungsmitteln",Wholesale of china and glassware and cleaning materials,"Comercio al por mayor de porcelana, cristalería y artículos de limpieza","Commerce de gros de vaisselle, verrerie et produits d’entretien","Commercio all’ingrosso di articoli di porcellana, di vetro e di prodotti per la pulizia","Groothandel in porselein, glaswerk en reinigingsmiddelen"
46.45,4,Großhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln,Wholesale of perfume and cosmetics,Comercio al por mayor de productos de perfumería y cosmética,Commerce de gros de parfumerie et de produits de beauté,Commercio all’ingrosso di profumi e cosmetici,Groothandel in parfumerieën en cosmetica
46.46,4,Großhandel mit pharmazeutischen Erzeugnissen und medizinischen Hilfsmitteln,Wholesale of pharmaceutical and medical goods,Comercio al por mayor de productos farmacéuticos y médicos,Commerce de gros de produits pharmaceutiques et médicaux,Commercio all’ingrosso di prodotti farmaceutici e medicali,Groothandel in farmaceutische en medische artikelen
46.47,4,"Großhandel mit Möbeln, Teppichen, Lampen und Leuchten","Wholesale of household, office and shop furniture, carpets and lighting equipment","Comercio al por mayor de mobiliario para el hogar, la oficina y los establecimientos comerciales, alfombras y aparatos de iluminación","Commerce de gros de meubles à usage domestique, de bureau et de magasin, de tapis et d’appareils d’éclairage","Commercio all'ingrosso di mobili, tappeti e articoli per l'illuminazione per la casa, l'ufficio e i negozi","Groothandel in huishoudelijke, kantoor- en winkelmeubelen, tapijten en verlichtingstoestellen"
46.48,4,Großhandel mit Uhren und Schmuck,Wholesale of watches and jewellery,Comercio al por mayor de artículos de relojería y joyería,Commerce de gros d’articles d’horlogerie et de bijouterie,Commercio all’ingrosso di orologi e di gioielleria,Groothandel in uurwerken en sieraden
46.49,4,Großhandel mit sonstigen Gebrauchs- und Verbrauchsgütern,Wholesale of other household goods,Comercio al por mayor de otros artículos de uso doméstico,Commerce de gros d’autres biens domestiques,Commercio all’ingrosso di altri beni di consumo,Groothandel in andere consumentenartikelen
46.5,3,Großhandel mit Geräten der Informations- und Kommunikationstechnik,Wholesale of information and communication equipment,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,Commerce de gros d’équipements de l’information et de la communication,Commercio all’ingrosso di apparecchiature informatiche e di comunicazione,Groothandel in informatie- en communicatieapparatuur
46.50,4,Großhandel mit Geräten der Informations- und Kommunikationstechnik,Wholesale of information and communication equipment,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,Commerce de gros d’équipements de l’information et de la communication,Commercio all’ingrosso di apparecchiature informatiche e di comunicazione,Groothandel in informatie- en communicatieapparatuur
46.50,4,Großhandel mit Geräten der Informations- und Kommunikationstechnik,Wholesale of information and communication equipment,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,Commerce de gros d’équipements de l’information et de la communication,Commercio all’ingrosso di apparecchiature informatiche e di comunicazione,Groothandel in informatie- en communicatieapparatuur
46.4,3,Großhandel mit Gebrauchs- und Verbrauchsgütern,Wholesale of household goods,Comercio al por mayor de artículos de uso doméstico,Commerce de gros de biens domestiques,Commercio all’ingrosso di beni di consumo,Groothandel in consumentenartikelen
46.5,3,Großhandel mit Geräten der Informations- und Kommunikationstechnik,Wholesale of information and communication equipment,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,Commerce de gros d’équipements de l’information et de la communication,Commercio all’ingrosso di apparecchiature informatiche e di comunicazione,Groothandel in informatie- en communicatieapparatuur
46.6,3,"Großhandel mit sonstigen Maschinen, Ausrüstungen und Zubehör","Wholesale of other machinery, equipment and supplies","Comercio al por mayor de otra maquinaria, equipos y suministros","Commerce de gros d’autres machines, équipements et fournitures","Commercio all’ingrosso di altri macchinari, attrezzature e forniture",Groothandel in andere machines en werktuigen en toebehoren
46.61,4,Großhandel mit landwirtschaftlichen Maschinen und Geräten,"Wholesale of agricultural machinery, equipment and supplies","Comercio al por mayor de maquinaria, equipos y suministros agrícolas",Commerce de gros de matériel agricole,"Commercio all’ingrosso di macchinari, attrezzature e forniture agricole","Groothandel in machines, werktuigen en toebehoren voor de landbouw"
46.62,4,Großhandel mit Werkzeugmaschinen,Wholesale of machine tools,Comercio al por mayor de máquinas herramienta,Commerce de gros de machines-outils,Commercio all’ingrosso di macchine utensili,Groothandel in gereedschapswerktuigen
46.63,4,"Großhandel mit Bergwerks-, Bau- und Baustoffmaschinen","Wholesale of mining, construction and civil engineering machinery","Comercio al por mayor de maquinaria para la minería, la construcción y la ingeniería civil","Commerce de gros de machines pour l’extraction, la construction et le génie civil","Commercio all’ingrosso di macchinari per l’estrazione, l’edilizia e l’ingegneria civile","Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg- en waterbouw"
46.64,4,Großhandel mit sonstigen Maschinen und Ausrüstungen,Wholesale of other machinery and equipment,Comercio al por mayor de otra maquinaria y equipo,Commerce de gros d’autres machines et équipements,Commercio all’ingrosso di altri macchinari e attrezzature,Groothandel in andere machines en werktuigen
46.47,4,"Großhandel mit Möbeln, Teppichen, Lampen und Leuchten","Wholesale of household, office and shop furniture, carpets and lighting equipment","Comercio al por mayor de mobiliario para el hogar, la oficina y los establecimientos comerciales, alfombras y aparatos de iluminación","Commerce de gros de meubles à usage domestique, de bureau et de magasin, de tapis et d’appareils d’éclairage","Commercio all'ingrosso di mobili, tappeti e articoli per l'illuminazione per la casa, l'ufficio e i negozi","Groothandel in huishoudelijke, kantoor- en winkelmeubelen, tapijten en verlichtingstoestellen"
46.50,4,Großhandel mit Geräten der Informations- und Kommunikationstechnik,Wholesale of information and communication equipment,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,Commerce de gros d’équipements de l’information et de la communication,Commercio all’ingrosso di apparecchiature informatiche e di comunicazione,Groothandel in informatie- en communicatieapparatuur
46.64,4,Großhandel mit sonstigen Maschinen und Ausrüstungen,Wholesale of other machinery and equipment,Comercio al por mayor de otra maquinaria y equipo,Commerce de gros d’autres machines et équipements,Commercio all’ingrosso di altri macchinari e attrezzature,Groothandel in andere machines en werktuigen
46.8,3,Sonstiger Großhandel,Other specialised wholesale,Otro comercio al por mayor especializado,Autre commerce de gros spécialisé,Commercio all’ingrosso specializzato di altri prodotti,Overige gespecialiseerde groothandel
46.81,4,Großhandel mit Brennstoffen und Mineralölerzeugnissen,"Wholesale of solid, liquid and gaseous fuels and related products","Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares","Commerce de gros de combustibles solides, liquides et gazeux et de produits annexes","Commercio all’ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati","Groothandel in vaste, vloeibare en gasvormige brandstoffen en aanverwante producten"
46.82,4,"Großhandel mit Erzen, Metallen und Metallhalbzeug",Wholesale of metals and metal ores,Comercio al por mayor de metales y minerales metálicos,Commerce de gros de minerais et de métaux,Commercio all’ingrosso di metalli e minerali metalliferi,Groothandel in metalen en metaalertsen
46.83,4,"Großhandel mit Holz, Baustoffen, Anstrichmitteln und Sanitärausstattung","Wholesale of wood, construction materials and sanitary equipment","Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios","Commerce de gros de bois, de matériaux de construction et d’appareils sanitaires","Commercio all’ingrosso di legname, materiali da costruzione e articoli igienico-sanitari","Groothandel in hout, bouwmaterialen en sanitair"
46.84,4,"Großhandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser und Heizung","Wholesale of hardware, plumbing and heating equipment and supplies","Comercio al por mayor de equipos y suministros de ferretería, fontanería y calefacción",Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage,"Commercio all’ingrosso di ferramenta, di apparecchi e accessori per impianti idraulici e di riscaldamento",Groothandel in ijzerwaren en in installatiemateriaal voor loodgieterswerk en verwarming
46.85,4,Großhandel mit chemischen Erzeugnissen,Wholesale of chemical products,Comercio al por mayor de productos químicos,Commerce de gros de produits chimiques,Commercio all’ingrosso di prodotti chimici,Groothandel in chemische producten
46.86,4,Großhandel mit sonstigen Halbwaren,Wholesale of other intermediate products,Comercio al por mayor de otros productos semielaborados,Commerce de gros d’autres produits intermédiaires,Commercio all’ingrosso di altri prodotti intermedi,Groothandel in andere intermediaire producten
46.87,4,Großhandel mit Altmaterialien und Reststoffen,Wholesale of waste and scrap,Comercio al por mayor de chatarra y productos de desecho,Commerce de gros de déchets et débris,Commercio all’ingrosso di rottami e cascami,Groothandel in afval en schroot
46.89,,Sonstiger Großhandel a. n. g.,Other specialised wholesale n.e.c.,Otro comercio al por mayor especializado n.c.o.p.,Autre commerce de gros spécialisé n.c.a.,Commercio all’ingrosso specializzato di altri prodotti n.c.a.,"Overige gespecialiseerde groothandel, n.e.g."
46.9,3,Großhandel ohne ausgeprägten Schwerpunkt,Non-specialised wholesale trade,Comercio al por mayor no especializado,Commerce de gros non spécialisé,Commercio all’ingrosso non specializzato,Niet-gespecialiseerde groothandel
46.90,4,Großhandel ohne ausgeprägten Schwerpunkt,Non-specialised wholesale trade,Comercio al por mayor no especializado,Commerce de gros non spécialisé,Commercio all’ingrosso non specializzato,Niet-gespecialiseerde groothandel
47,2,Einzelhandel,Retail trade,Comercio al por menor,Commerce de détail,Commercio al dettaglio,Detailhandel
60,2,"Rundfunkveranstalter, Nachrichtenagenturen und sonstige Verbreitung von Medieninhalten","Programming, broadcasting, news agency and other content distribution activities","Actividades de programación, radiodifusión, agencias de noticias y otras actividades de distribución de contenidos","Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu","Attività di programmazione, trasmissione, agenzie di stampa e altre attività di distribuzione di contenuti","Programmering, uitzending, nieuwsagentschappen en andere activiteiten op het gebied van de verspreiding van inhoud"
47.9,3,Vermittlungstätigkeiten für den Einzelhandel,Intermediation service activities for retail sale,Actividades de servicios de intermediación para el comercio al por menor,Activités de service d’intermédiation pour le commerce de détail,Attività di servizi di intermediazione per il commercio al dettaglio,Bemiddelingsactiviteiten in verband met de detailhandel
47.1,3,Einzelhandel mit Waren verschiedener Art,Non-specialised retail sale,Comercio al por menor no especializado,Commerce de détail non spécialisé,Commercio al dettaglio non specializzato,Niet-gespecialiseerde detailhandel
47.11,4,"Einzelhandel mit Waren verschiedener Art, Hauptrichtung Nahrungs- und Genussmittel","Non-specialised retail sale of predominately food, beverages or tobacco","Comercio al por menor no especializado predominantemente de productos alimenticios, bebidas y tabaco",Commerce de détail non spécialisé à prédominance alimentaire,"Commercio al dettaglio non specializzato con prevalenza di prodotti alimentari, bevande o tabacchi",Niet-gespecialiseerde detailhandel waarbij voedings- en genotmiddelen overheersen
47.91,4,Vermittlungstätigkeiten für den Einzelhandel ohne ausgeprägten Schwerpunkt,Intermediation service activities for non-specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor no especializado,Activités de service d’intermédiation pour le commerce de détail non spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio non specializzato,Bemiddelingsactiviteiten in verband met de niet-gespecialiseerde detailhandel
47.12,4,Sonstiger Einzelhandel mit Waren verschiedener Art,Other non-specialised retail sale,Otros comercio al por menor no especializado,Autre commerce de détail non spécialisé,Commercio al dettaglio non specializzato di altri prodotti,Overige niet-gespecialiseerde detailhandel
47.91,4,Vermittlungstätigkeiten für den Einzelhandel ohne ausgeprägten Schwerpunkt,Intermediation service activities for non-specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor no especializado,Activités de service d’intermédiation pour le commerce de détail non spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio non specializzato,Bemiddelingsactiviteiten in verband met de niet-gespecialiseerde detailhandel
47.9,3,Vermittlungstätigkeiten für den Einzelhandel,Intermediation service activities for retail sale,Actividades de servicios de intermediación para el comercio al por menor,Activités de service d’intermédiation pour le commerce de détail,Attività di servizi di intermediazione per il commercio al dettaglio,Bemiddelingsactiviteiten in verband met de detailhandel
47.2,3,"Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren","Retail sale of food, beverages and tobacco","Comercio al por menor de productos alimenticios, bebidas y tabaco","Commerce de détail de produits alimentaires, de boissons et de tabac","Commercio al dettaglio di prodotti alimentari, bevande e tabacchi","Detailhandel in voedingsmiddelen, dranken en genotmiddelen"
47.21,4,"Einzelhandel mit Obst, Gemüse und Kartoffeln",Retail sale of fruit and vegetables,Comercio al por menor de frutas y verduras,Commerce de détail de fruits et légumes,Commercio al dettaglio di frutta e verdura,Detailhandel in groenten en fruit
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.22,4,Einzelhandel mit Fleisch und Fleischwaren,Retail sale of meat and meat products,Comercio al por menor de carne y productos cárnicos,Commerce de détail de viande et de produits à base de viande,Commercio al dettaglio di carne e di prodotti a base di carne,Detailhandel in vlees en vleeswaren
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.23,4,"Einzelhandel mit Fisch, Meeresfrüchten und Fischerzeugnissen","Retail sale of fish, crustaceans and molluscs",Comercio al por menor de pescados y mariscos,"Commerce de détail de poisson, de crustacés et de mollusques","Commercio al dettaglio di pesce, crostacei e molluschi",Detailhandel in vis en schaal- en weekdieren
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.24,4,Einzelhandel mit Back- und Süßwaren,"Retail sale of bread, cake and confectionery","Comercio al por menor de pan, productos de panadería y confitería","Commerce de détail de pain, de pâtisserie et de confiserie","Commercio al dettaglio di pane, pasticceria e dolciumi","Detailhandel in brood, banket en suikerwerk"
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.25,4,Einzelhandel mit Getränken,Retail sale of beverages,Comercio al por menor de bebidas,Commerce de détail de boissons,Commercio al dettaglio di bevande,Detailhandel in dranken
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.26,4,Einzelhandel mit Tabakwaren,Retail sale of tobacco products,Comercio al por menor de productos de tabaco,Commerce de détail de produits à base de tabac,Commercio al dettaglio di prodotti del tabacco,Detailhandel in tabaksproducten
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.27,4,Einzelhandel mit sonstigen Nahrungs- und Genussmitteln,Retail sale of other food,Comercio al por menor de otros productos alimenticios,Commerce de détail d’autres produits alimentaires,Commercio al dettaglio di altri prodotti alimentari,Detailhandel in andere voedingsmiddelen
